,epoch,D_loss,G_loss,MI,SepalLengthCm_D_ks,SepalWidthCm_D_ks,PetalLengthCm_D_ks,PetalWidthCm_D_ks,SepalLengthCm_p_value,SepalWidthCm_p_value,PetalLengthCm_p_value,PetalWidthCm_p_value,time,Corr/code0-SepalLengthCm,Corr/code0-SepalWidthCm,Corr/code0-PetalLengthCm,Corr/code0-PetalWidthCm,Corr/code1-SepalLengthCm,Corr/code1-SepalWidthCm,Corr/code1-PetalLengthCm,Corr/code1-PetalWidthCm
0,26,0.5250300642635141,-0.4870912065463407,0.0904474998159068,0.2908829365079365,0.3441369047619048,0.4436607142857143,0.23044642857142858,4.597723670239835e-34,1.065083203666155e-47,3.978158625007644e-80,2.1500018964899245e-21,70841,-0.4446091927455562,-0.836986936083654,0.4808733815947621,-0.3131485681613743,0.032325015698450685,0.12741524992371292,-0.08849859468539376,0.009312347510228915
0,27,0.4611384267253535,-0.4322112553886005,0.10852325674412507,0.39762400793650793,0.40754464285714287,0.4836656746031746,0.2997718253968254,5.3345242197191595e-64,3.237208086632769e-67,7.633909154599311e-96,3.522746755680314e-36,71135,-0.5271836088234725,-0.851001746860819,0.2780293302849346,-0.4222990203772159,-0.04520425142236184,0.15246664707916618,-0.17201257622234162,-0.07170199844871719
0,28,0.3853545380490167,-0.36666480425213066,0.1428942295190479,0.3675248015873016,0.3908035714285714,0.422281746031746,0.39756448412698414,1.694795979338792e-54,1.1278295696124019e-61,1.8678616732996186e-72,6.275484991833863e-64,71358,-0.3786401315525469,-0.8591848266362393,0.29669332489156736,-0.28785013584667385,-0.08378285499865523,0.09971332412753535,-0.14323424752222105,-0.09904110654894227
0,29,0.3648447005876473,-0.3485211253698383,0.1603959164848285,0.24635416666666668,0.40419642857142857,0.40009920634920637,0.41743551587301586,1.819776635433491e-24,4.3681062652619073e-66,7.376495851962915e-65,1.5224440755187703e-70,71605,-0.39735074926591935,-0.8596490554340549,0.249960161969882,-0.34922807161078734,-0.04784694246028343,0.15343022850921295,-0.149529249274609,-0.06338465539255618
0,30,0.34689200456653324,-0.3309754167816469,0.18305191238011634,0.24,0.3753869047619048,0.3344345238095238,0.35944444444444446,3.378743665506797e-23,6.141780747893229e-57,4.516883960237568e-45,5.237796150967158e-52,71804,-0.4070626259912976,-0.8809461993885314,0.15233991174685219,-0.41321136543604337,-0.10634900386327246,0.0969486209741704,-0.15165197156985277,-0.0994194486148618
0,31,0.346457273300205,-0.3247796054929495,0.1939887319292341,0.22777777777777777,0.35529761904761903,0.21763888888888888,0.30598710317460315,6.4356539301088856e-21,6.750480302834398e-51,3.864696784893216e-19,1.3854057274698078e-37,85658,-0.27241011848762153,-0.9056560204397849,0.0709696337486877,-0.4063360495265176,-0.07860241084121333,0.13783225524998718,-0.11652266119402582,-0.053507485979714685
0,32,0.33991513028740883,-0.32446421895708355,0.18974744761362672,0.22777777777777777,0.32058035714285715,0.1217609126984127,0.22237103174603173,6.4356539301088856e-21,2.804462492499039e-41,2.8551058853682366e-06,6.228275458485114e-20,85882,-0.010095414834568195,-0.9002438935084862,0.08254916776830794,-0.3404290449969168,-0.17151498582220814,0.14781240142053056,-0.17234089423018475,-0.11489160067276645
0,33,0.325146758928895,-0.307763903268746,0.21493254588650806,0.27189484126984126,0.26396825396825396,0.1544246031746032,0.25805555555555554,9.234667017152786e-30,4.993810739307906e-28,8.123438406611504e-10,9.479463352915896e-27,86103,0.17426157676162754,-0.9092921228027406,-0.0168327076944743,-0.36706152130622893,-0.15792170009177084,0.14787488289134046,-0.12355346729948018,-0.06695574154808114
0,34,0.31926167224134716,-0.3028946500271559,0.20636595200215066,0.24438988095238096,0.18416666666666667,0.16282738095238095,0.2491269841269841,4.6778227236383934e-24,8.249922701051497e-14,6.975744176699498e-11,6.0375508631095855e-25,86332,0.2205180889956271,-0.8705903919081,-0.03004637251569297,-0.31472996207237713,-0.2081087626562374,0.25397481441295555,-0.14378560429161677,-0.06978493363687666
0,35,0.3395110991384302,-0.3177422269114426,0.17187952671000467,0.225515873015873,0.16870039682539684,0.13882936507936508,0.11887896825396825,1.6257418266153215e-20,1.2091077002086e-11,5.117857086953004e-08,5.3764517912866125e-06,86610,0.11021845198487157,-0.7666945644292162,-0.11326542219459321,-0.3005550809612203,-0.226360744781903,0.3344219045274377,-0.14242364620385178,-0.08057388613308565
0,36,0.3455536136669772,-0.31944828666746616,0.13437412419755543,0.24765873015873016,0.22210813492063491,0.13449900793650793,0.11218253968253969,1.0386071157851922e-24,6.424956093740946e-20,1.4964058962136992e-07,2.1801931100161684e-05,101098,-0.000763169152172117,-0.7024937799221058,-0.16973574414864132,-0.310222438130839,-0.21157537696161316,0.3675820340031099,-0.14278935411246416,-0.08968192526617336
0,37,0.36374126534376827,-0.33844592581902233,0.12674989172124437,0.1507688492063492,0.2151686507936508,0.13561507936507936,0.11999503968253969,2.183999990533904e-09,9.961351572103119e-19,1.1390328030250336e-07,4.224111036664869e-06,101387,-0.0362647013554632,-0.6200854321084394,-0.19677408152859135,-0.3010731374863252,-0.1992993751861603,0.3693513531452739,-0.13888155725153717,-0.09744260795078998
0,38,0.37019241361745764,-0.3364542733345713,0.15577955031767488,0.12964781746031745,0.15109623015873017,0.18141369047619046,0.10483630952380953,4.7338078663341713e-07,2.0427636701355858e-09,2.159491917629732e-13,9.230606346795224e-05,101625,0.008185907558896133,-0.6447680648464882,-0.19483907488317953,-0.27542915854528954,-0.23766545212227175,0.3752493758478269,-0.18406329293410587,-0.1488000025761089
0,39,0.34706875469003406,-0.3241199486489807,0.14764253509097866,0.20617559523809523,0.2070138888888889,0.14249503968253968,0.21893353174603175,3.233865171644642e-17,2.5355290483453518e-17,2.0010696568931962e-08,2.435853158014841e-19,101865,-0.10109247774540099,-0.5944137812369049,-0.23784400270478273,-0.3026185003884756,-0.15162028986593476,0.32815301442211237,-0.09752716898863258,-0.07082780999671258
0,40,0.3455585866634335,-0.325939110613295,0.17490962340629526,0.14983630952380952,0.25966765873015873,0.20450396825396824,0.14947916666666666,2.854996226343258e-09,3.70049566570748e-27,6.503839276280482e-17,3.0932759269926188e-09,102086,-0.015405629890702823,-0.6057732752140605,-0.2375908507075204,-0.24663489288363996,-0.2723459948800599,0.4074045559747624,-0.18609426718536137,-0.17192983943278187
0,41,0.3492967568870102,-0.32186844093458994,0.16681689702506577,0.14976190476190476,0.1619047619047619,0.15687003968253968,0.12004960317460317,2.896517375398001e-09,9.210777039308248e-11,4.070675226769953e-10,4.1740241516505664e-06,116266,-0.07784803220286429,-0.6318770632111635,-0.24642660833529564,-0.2562597648451058,-0.19685412696553947,0.31465739792484376,-0.15291912867086171,-0.1379694261050131
0,42,0.3094916665660484,-0.2838862043406282,0.1943198244220444,0.18707837301587302,0.2103621031746032,0.22301587301587303,0.24134424603174603,3.1782104978743327e-14,7.078562326722494e-18,4.258315792902478e-20,2.0027122277508996e-23,116535,-0.08704795681781805,-0.6290118222240527,-0.19825344650680504,-0.21375337616466092,-0.18848234728032381,0.28626380237010357,-0.1612851903232396,-0.14618294715253566
0,43,0.34575808979570866,-0.31869693233498503,0.19513055056865727,0.1332043650793651,0.33731646825396827,0.1936607142857143,0.1327281746031746,2.0425635047090434e-07,9.601305461722126e-46,3.310385754323478e-15,2.2688669490708604e-07,116793,-0.02492149653540011,-0.6576898989156474,-0.180468270380454,-0.11201595235114176,-0.10354590661089196,0.24135323165199918,-0.043381515020973205,-0.0727900131902075
0,44,0.31919735643480507,-0.290871833051954,0.23491089724536454,0.1176984126984127,0.1648015873015873,0.19137400793650794,0.11711309523809524,6.92099391033945e-06,3.9679657776231296e-11,7.439711975128542e-15,7.814078313178449e-06,117023,-0.08084609793201279,-0.692415258525102,-0.20061653252416045,-0.14772546049582086,-0.16549034308378607,0.22209328882687915,-0.1361637689411379,-0.14126656612491678
0,45,0.33541263959237505,-0.3105324615857431,0.23135839123278856,0.14319444444444446,0.10077380952380953,0.23199404761904763,0.20236607142857144,1.6716547994836393e-08,0.0001966084632177125,1.0117052252555524e-21,1.4538347636561018e-16,117247,-0.07145891982078002,-0.7432286991839789,-0.10842964156695446,-0.08374996262697924,-0.11044480741889467,0.2279257331142017,-0.09620528586345715,-0.09307328808028556
0,46,0.35079902676599367,-0.3171023337968758,0.21590504589091455,0.1242609126984127,0.2142113095238095,0.2070436507936508,0.10768353174603175,1.6421440240032504e-06,1.4660386386327887e-18,2.4905526522406248e-17,5.3358702081554094e-05,131484,-0.15035458898779,-0.7184259864904462,-0.17051659738523856,-0.06732914060361085,-0.14525175113357003,0.17934862542110025,-0.12400544206630512,-0.1425338811036645
0,47,0.4243768831448896,-0.3625068409102304,0.2512656558038933,0.13361111111111112,0.08253968253968254,0.12773809523809523,0.14550099206349207,1.8462741934490317e-07,0.004054646494430022,7.443947103348711e-07,9.178129331326405e-09,131753,-0.18620824159873453,-0.7413215883599984,-0.1201150386411875,-0.030749205703517513,-0.1251655422187787,0.20440792807316663,-0.12372667604432144,-0.13557817650802623
0,48,0.3330249349985804,-0.3140666255993502,0.24714283964463643,0.12171626984126985,0.08734623015873016,0.28660714285714284,0.21558531746031745,2.8826412554342416e-06,0.001935938049780428,4.719081907406975e-33,9.183324488838788e-19,131970,-0.14977874810643516,-0.7692572431768673,-0.01611390410721979,0.04156942973210611,-0.047812655113670395,0.1329039322664749,-0.05083996385146352,-0.06559155482716394
